"","region","year","month","IBMR","Date","sal_AltStatusQuo_median","sal_base_median","Strata_code","Taxa_code"
"1292","Confluence",2003,12,"othclad",2003-12-01,11.9987357200575,1,7,6
"1293","Confluence",2003,12,"othcyc",2003-12-01,1.23782452480008,1,7,9
"1294","Confluence",2003,12,"other",2003-12-01,2.9963862763468,1,7,10
"1295","Confluence",2003,12,"pdiapfor",2003-12-01,1.04144675922861,1,7,12
"1296","Confluence",2003,12,"pdiapjuv",2003-12-01,1.04144675922861,1,7,3
"1297","Confluence",2004,1,"acartela",2004-01-01,9.49588310358325,1,7,5
"1298","Confluence",2004,1,"allcopnaup",2004-01-01,1.05036014490829,1,7,7
"1299","Confluence",2004,1,"daphnia",2004-01-01,0.553545972521848,1,7,8
"1300","Confluence",2004,1,"eurytem",2004-01-01,12.3780213995829,1,7,11
"1301","Confluence",2004,1,"limno",2004-01-01,5.04836585444297,1,7,1
"1302","Confluence",2004,1,"othcalad",2004-01-01,1.07424242066382,1,7,4
"1303","Confluence",2004,1,"othcaljuv",2004-01-01,1.51830910884439,1,7,2
"1304","Confluence",2004,1,"othclad",2004-01-01,0.492501081715532,1,7,6
"1305","Confluence",2004,1,"othcyc",2004-01-01,1.0334798923021,1,7,9
"1306","Confluence",2004,1,"other",2004-01-01,1.02448945253802,1,7,10
"1307","Confluence",2004,1,"pdiapfor",2004-01-01,1.60165621074544,1,7,12
"1308","Confluence",2004,1,"pdiapjuv",2004-01-01,1.60165621074544,1,7,3
"1309","Confluence",2004,2,"acartela",2004-02-01,1,1,7,5
"1310","Confluence",2004,2,"allcopnaup",2004-02-01,1,1,7,7
"1311","Confluence",2004,2,"daphnia",2004-02-01,1,1,7,8
"1312","Confluence",2004,2,"eurytem",2004-02-01,1,1,7,11
"1313","Confluence",2004,2,"limno",2004-02-01,1,1,7,1
"1314","Confluence",2004,2,"othcalad",2004-02-01,1,1,7,4
"1315","Confluence",2004,2,"othcaljuv",2004-02-01,1,1,7,2
"1316","Confluence",2004,2,"othclad",2004-02-01,1,1,7,6
"1317","Confluence",2004,2,"othcyc",2004-02-01,1,1,7,9
"1318","Confluence",2004,2,"other",2004-02-01,1,1,7,10
"1319","Confluence",2004,2,"pdiapfor",2004-02-01,1,1,7,12
"1320","Confluence",2004,2,"pdiapjuv",2004-02-01,1,1,7,3
"1321","Confluence",2004,3,"acartela",2004-03-01,1,1,7,5
"1322","Confluence",2004,3,"allcopnaup",2004-03-01,1,1,7,7
"1323","Confluence",2004,3,"daphnia",2004-03-01,1,1,7,8
"1324","Confluence",2004,3,"eurytem",2004-03-01,1,1,7,11
"1325","Confluence",2004,3,"limno",2004-03-01,1,1,7,1
"1326","Confluence",2004,3,"othcalad",2004-03-01,1,1,7,4
"1327","Confluence",2004,3,"othcaljuv",2004-03-01,1,1,7,2
"1328","Confluence",2004,3,"othclad",2004-03-01,1,1,7,6
"1329","Confluence",2004,3,"othcyc",2004-03-01,1,1,7,9
"1330","Confluence",2004,3,"other",2004-03-01,1,1,7,10
"1331","Confluence",2004,3,"pdiapfor",2004-03-01,1,1,7,12
"1332","Confluence",2004,3,"pdiapjuv",2004-03-01,1,1,7,3
"1333","Confluence",2004,4,"acartela",2004-04-01,3.44054946140965,1,7,5
"1334","Confluence",2004,4,"allcopnaup",2004-04-01,1.08718186098142,1,7,7
"1335","Confluence",2004,4,"daphnia",2004-04-01,0.326054170183007,1,7,8
"1336","Confluence",2004,4,"eurytem",2004-04-01,2.0196244234756,1,7,11
"1337","Confluence",2004,4,"limno",2004-04-01,3.78944543066988,1,7,1
"1338","Confluence",2004,4,"othcalad",2004-04-01,1.07865866690572,1,7,4
"1339","Confluence",2004,4,"othcaljuv",2004-04-01,1.632803133475,1,7,2
"1340","Confluence",2004,4,"othclad",2004-04-01,0.316308446342557,1,7,6
"1341","Confluence",2004,4,"othcyc",2004-04-01,1.02602625768127,1,7,9
"1342","Confluence",2004,4,"other",2004-04-01,0.511073132881578,1,7,10
"1343","Confluence",2004,4,"pdiapfor",2004-04-01,1.22501096281188,1,7,12
"1344","Confluence",2004,4,"pdiapjuv",2004-04-01,1.22501096281188,1,7,3
"1345","Confluence",2004,5,"acartela",2004-05-01,1.8879653230108,1,7,5
"1346","Confluence",2004,5,"allcopnaup",2004-05-01,0.754025944477138,1,7,7
"1347","Confluence",2004,5,"daphnia",2004-05-01,0.746824827361991,1,7,8
"1348","Confluence",2004,5,"eurytem",2004-05-01,0.921210817584465,1,7,11
"1349","Confluence",2004,5,"limno",2004-05-01,2.1748088885061,1,7,1
"1350","Confluence",2004,5,"othcalad",2004-05-01,0.318589573656763,1,7,4
"1351","Confluence",2004,5,"othcaljuv",2004-05-01,0.685079909543131,1,7,2
"1352","Confluence",2004,5,"othclad",2004-05-01,0.586093163611458,1,7,6
"1353","Confluence",2004,5,"othcyc",2004-05-01,1.25468207920919,1,7,9
"1354","Confluence",2004,5,"other",2004-05-01,2.27452017503116,1,7,10
"1355","Confluence",2004,5,"pdiapfor",2004-05-01,0.895576886335272,1,7,12
"1356","Confluence",2004,5,"pdiapjuv",2004-05-01,0.895576886335272,1,7,3
"1357","Confluence",2004,6,"acartela",2004-06-01,0.981344874915891,1,7,5
"1358","Confluence",2004,6,"allcopnaup",2004-06-01,0.769396633821973,1,7,7
"1359","Confluence",2004,6,"daphnia",2004-06-01,0.843785942929246,1,7,8
"1360","Confluence",2004,6,"eurytem",2004-06-01,0.974629713977368,1,7,11
"1361","Confluence",2004,6,"limno",2004-06-01,1.1249206085613,1,7,1
"1362","Confluence",2004,6,"othcalad",2004-06-01,1.02328270308699,1,7,4
"1363","Confluence",2004,6,"othcaljuv",2004-06-01,0.946504127381403,1,7,2
"1364","Confluence",2004,6,"othclad",2004-06-01,0.84126081242996,1,7,6
"1365","Confluence",2004,6,"othcyc",2004-06-01,1.11961904976,1,7,9
"1366","Confluence",2004,6,"other",2004-06-01,1.33593489692327,1,7,10
"1367","Confluence",2004,6,"pdiapfor",2004-06-01,0.771355409443475,1,7,12
"1368","Confluence",2004,6,"pdiapjuv",2004-06-01,0.771355409443475,1,7,3
"1369","Confluence",2004,7,"acartela",2004-07-01,0.979523346928675,1,7,5
"1370","Confluence",2004,7,"allcopnaup",2004-07-01,0.504490489809531,1,7,7
"1371","Confluence",2004,7,"daphnia",2004-07-01,0.801164076603182,1,7,8
"1372","Confluence",2004,7,"eurytem",2004-07-01,0.692661689311111,1,7,11
"1373","Confluence",2004,7,"limno",2004-07-01,1.27736220561604,1,7,1
"1374","Confluence",2004,7,"othcalad",2004-07-01,1.1744814317197,1,7,4
"1375","Confluence",2004,7,"othcaljuv",2004-07-01,0.747577534008005,1,7,2
"1376","Confluence",2004,7,"othclad",2004-07-01,0.656288207230515,1,7,6
"1377","Confluence",2004,7,"othcyc",2004-07-01,1.43452487368784,1,7,9
"1378","Confluence",2004,7,"other",2004-07-01,2.25988774491171,1,7,10
"1379","Confluence",2004,7,"pdiapfor",2004-07-01,0.520789082040674,1,7,12
"1380","Confluence",2004,7,"pdiapjuv",2004-07-01,0.520789082040674,1,7,3
"1381","Confluence",2004,8,"acartela",2004-08-01,1.19761607189108,1,7,5
"1382","Confluence",2004,8,"allcopnaup",2004-08-01,0.192827638195613,1,7,7
"1383","Confluence",2004,8,"daphnia",2004-08-01,11.0713275752539,1,7,8
"1384","Confluence",2004,8,"eurytem",2004-08-01,0,1,7,11
"1385","Confluence",2004,8,"limno",2004-08-01,1.93410190990473,1,7,1
"1386","Confluence",2004,8,"othcalad",2004-08-01,18.7361989690001,1,7,4
"1387","Confluence",2004,8,"othcaljuv",2004-08-01,0.527959612079204,1,7,2
"1388","Confluence",2004,8,"othclad",2004-08-01,0.319543438084963,1,7,6
"1389","Confluence",2004,8,"othcyc",2004-08-01,2.55139642546333,1,7,9
"1390","Confluence",2004,8,"other",2004-08-01,4.65091853702591,1,7,10
"1391","Confluence",2004,8,"pdiapfor",2004-08-01,0.317069618261835,1,7,12
"1392","Confluence",2004,8,"pdiapjuv",2004-08-01,0.317069618261835,1,7,3
"1393","Confluence",2004,9,"acartela",2004-09-01,0.797177704681253,1,7,5
"1394","Confluence",2004,9,"allcopnaup",2004-09-01,0.565215560418652,1,7,7
"1395","Confluence",2004,9,"daphnia",2004-09-01,21.3414910739046,1,7,8
"1396","Confluence",2004,9,"eurytem",2004-09-01,0.0947793099245646,1,7,11
"1397","Confluence",2004,9,"limno",2004-09-01,0.879177838379849,1,7,1
"1398","Confluence",2004,9,"othcalad",2004-09-01,100.416984793705,1,7,4
"1399","Confluence",2004,9,"othcaljuv",2004-09-01,0.917568496528626,1,7,2
"1400","Confluence",2004,9,"othclad",2004-09-01,0.377147038793328,1,7,6
"1401","Confluence",2004,9,"othcyc",2004-09-01,0.739833801662178,1,7,9
"1402","Confluence",2004,9,"other",2004-09-01,1.0032437097017,1,7,10
"1403","Confluence",2004,9,"pdiapfor",2004-09-01,0.243918601761881,1,7,12
"1404","Confluence",2004,9,"pdiapjuv",2004-09-01,0.243918601761881,1,7,3
"1405","Confluence",2004,10,"acartela",2004-10-01,0.89072554416167,1,7,5
"1406","Confluence",2004,10,"allcopnaup",2004-10-01,0.778515740040738,1,7,7
"1407","Confluence",2004,10,"daphnia",2004-10-01,1.22300160102151,1,7,8
"1408","Confluence",2004,10,"eurytem",2004-10-01,0.949497090746332,1,7,11
"1409","Confluence",2004,10,"limno",2004-10-01,1.01529578819412,1,7,1
"1410","Confluence",2004,10,"othcalad",2004-10-01,7.18009098755999,1,7,4
"1411","Confluence",2004,10,"othcaljuv",2004-10-01,0.885442667595368,1,7,2
"1412","Confluence",2004,10,"othclad",2004-10-01,0.583099943527218,1,7,6
"1413","Confluence",2004,10,"othcyc",2004-10-01,0.874652675359647,1,7,9
"1414","Confluence",2004,10,"other",2004-10-01,0.960696430844818,1,7,10
"1415","Confluence",2004,10,"pdiapfor",2004-10-01,0.507851910733053,1,7,12
"1416","Confluence",2004,10,"pdiapjuv",2004-10-01,0.507851910733053,1,7,3
"1417","Confluence",2004,11,"acartela",2004-11-01,0.857206597571629,1,7,5
"1418","Confluence",2004,11,"allcopnaup",2004-11-01,1.01940015077523,1,7,7
"1419","Confluence",2004,11,"daphnia",2004-11-01,2.08424398173373,1,7,8
"1420","Confluence",2004,11,"eurytem",2004-11-01,0.791739854185764,1,7,11
"1421","Confluence",2004,11,"limno",2004-11-01,0.993327154544711,1,7,1
"1422","Confluence",2004,11,"othcalad",2004-11-01,3.67106831319603,1,7,4
"1423","Confluence",2004,11,"othcaljuv",2004-11-01,0.993383399267838,1,7,2
"1424","Confluence",2004,11,"othclad",2004-11-01,1.6462750852793,1,7,6
"1425","Confluence",2004,11,"othcyc",2004-11-01,1.09239415271903,1,7,9
"1426","Confluence",2004,11,"other",2004-11-01,0.820292866919148,1,7,10
"1427","Confluence",2004,11,"pdiapfor",2004-11-01,1.60702389159845,1,7,12
"1428","Confluence",2004,11,"pdiapjuv",2004-11-01,1.60702389159845,1,7,3
"1429","Confluence",2004,12,"acartela",2004-12-01,0.823687650981588,1,7,5
"1430","Confluence",2004,12,"allcopnaup",2004-12-01,1.26028456150972,1,7,7
"1431","Confluence",2004,12,"daphnia",2004-12-01,2.94548636244594,1,7,8
"1432","Confluence",2004,12,"eurytem",2004-12-01,0.633982617625196,1,7,11
"1433","Confluence",2004,12,"limno",2004-12-01,0.971358520895297,1,7,1
"1434","Confluence",2004,12,"othcalad",2004-12-01,0.162045638832071,1,7,4
"1435","Confluence",2004,12,"othcaljuv",2004-12-01,1.10132413094031,1,7,2
"1436","Confluence",2004,12,"othclad",2004-12-01,2.70945022703138,1,7,6
"1437","Confluence",2004,12,"othcyc",2004-12-01,1.3101356300784,1,7,9
"1438","Confluence",2004,12,"other",2004-12-01,0.679889302993479,1,7,10
"1439","Confluence",2004,12,"pdiapfor",2004-12-01,2.70619587246385,1,7,12
"1440","Confluence",2004,12,"pdiapjuv",2004-12-01,2.70619587246385,1,7,3
"1441","Confluence",2005,1,"acartela",2005-01-01,2.67179474072534,1,7,5
"1442","Confluence",2005,1,"allcopnaup",2005-01-01,1.02420355724863,1,7,7
"1443","Confluence",2005,1,"daphnia",2005-01-01,0.747041566748297,1,7,8
"1444","Confluence",2005,1,"eurytem",2005-01-01,2.18474338732754,1,7,11
"1445","Confluence",2005,1,"limno",2005-01-01,2.08562014615824,1,7,1
"1446","Confluence",2005,1,"othcalad",2005-01-01,1.0233525159691,1,7,4
"1447","Confluence",2005,1,"othcaljuv",2005-01-01,1.22008464043686,1,7,2
"1448","Confluence",2005,1,"othclad",2005-01-01,0.708227848868931,1,7,6
"1449","Confluence",2005,1,"othcyc",2005-01-01,1.01599925462439,1,7,9
"1450","Confluence",2005,1,"other",2005-01-01,0.999857259936946,1,7,10
"1451","Confluence",2005,1,"pdiapfor",2005-01-01,1.25850254699706,1,7,12
"1452","Confluence",2005,1,"pdiapjuv",2005-01-01,1.25850254699706,1,7,3
"1453","Confluence",2005,2,"acartela",2005-02-01,1,1,7,5
"1454","Confluence",2005,2,"allcopnaup",2005-02-01,1,1,7,7
"1455","Confluence",2005,2,"daphnia",2005-02-01,1,1,7,8
"1456","Confluence",2005,2,"eurytem",2005-02-01,1,1,7,11
"1457","Confluence",2005,2,"limno",2005-02-01,1,1,7,1
"1458","Confluence",2005,2,"othcalad",2005-02-01,1,1,7,4
"1459","Confluence",2005,2,"othcaljuv",2005-02-01,1,1,7,2
"1460","Confluence",2005,2,"othclad",2005-02-01,1,1,7,6
"1461","Confluence",2005,2,"othcyc",2005-02-01,1,1,7,9
"1462","Confluence",2005,2,"other",2005-02-01,1,1,7,10
"1463","Confluence",2005,2,"pdiapfor",2005-02-01,1,1,7,12
"1464","Confluence",2005,2,"pdiapjuv",2005-02-01,1,1,7,3
"1465","Confluence",2005,3,"acartela",2005-03-01,0.318823824667087,1,7,5
"1466","Confluence",2005,3,"allcopnaup",2005-03-01,0.919581413655875,1,7,7
"1467","Confluence",2005,3,"daphnia",2005-03-01,1.83193130340413,1,7,8
"1468","Confluence",2005,3,"eurytem",2005-03-01,0.534157684533421,1,7,11
"1469","Confluence",2005,3,"limno",2005-03-01,0.4124768632961,1,7,1
"1470","Confluence",2005,3,"othcalad",2005-03-01,0.894934285594869,1,7,4
"1471","Confluence",2005,3,"othcaljuv",2005-03-01,0.689844184929646,1,7,2
"1472","Confluence",2005,3,"othclad",2005-03-01,1.86388247547911,1,7,6
"1473","Confluence",2005,3,"othcyc",2005-03-01,1.00660473598251,1,7,9
"1474","Confluence",2005,3,"other",2005-03-01,1.45054715671535,1,7,10
"1475","Confluence",2005,3,"pdiapfor",2005-03-01,0.791336693565365,1,7,12
"1476","Confluence",2005,3,"pdiapjuv",2005-03-01,0.791336693565365,1,7,3
"1477","Confluence",2005,4,"acartela",2005-04-01,0.502168118234544,1,7,5
"1478","Confluence",2005,4,"allcopnaup",2005-04-01,0.956042936052163,1,7,7
"1479","Confluence",2005,4,"daphnia",2005-04-01,1.82571821951182,1,7,8
"1480","Confluence",2005,4,"eurytem",2005-04-01,0.680622863906383,1,7,11
"1481","Confluence",2005,4,"limno",2005-04-01,0.482714375289324,1,7,1
"1482","Confluence",2005,4,"othcalad",2005-04-01,0.941222900706469,1,7,4
"1483","Confluence",2005,4,"othcaljuv",2005-04-01,0.766959259934203,1,7,2
"1484","Confluence",2005,4,"othclad",2005-04-01,1.85298485474463,1,7,6
"1485","Confluence",2005,4,"othcyc",2005-04-01,0.988647474073014,1,7,9
"1486","Confluence",2005,4,"other",2005-04-01,1.48812773952193,1,7,10
"1487","Confluence",2005,4,"pdiapfor",2005-04-01,0.900392833844136,1,7,12
"1488","Confluence",2005,4,"pdiapjuv",2005-04-01,0.900392833844136,1,7,3
"1489","Confluence",2005,5,"acartela",2005-05-01,1,1,7,5
"1490","Confluence",2005,5,"allcopnaup",2005-05-01,1,1,7,7
"1491","Confluence",2005,5,"daphnia",2005-05-01,1,1,7,8
"1492","Confluence",2005,5,"eurytem",2005-05-01,1,1,7,11
"1493","Confluence",2005,5,"limno",2005-05-01,1,1,7,1
"1494","Confluence",2005,5,"othcalad",2005-05-01,1,1,7,4
"1495","Confluence",2005,5,"othcaljuv",2005-05-01,1,1,7,2
"1496","Confluence",2005,5,"othclad",2005-05-01,1,1,7,6
"1497","Confluence",2005,5,"othcyc",2005-05-01,1,1,7,9
"1498","Confluence",2005,5,"other",2005-05-01,1,1,7,10
"1499","Confluence",2005,5,"pdiapfor",2005-05-01,1,1,7,12
"1500","Confluence",2005,5,"pdiapjuv",2005-05-01,1,1,7,3
"1501","Confluence",2005,6,"acartela",2005-06-01,2.5994024986059,1,7,5
"1502","Confluence",2005,6,"allcopnaup",2005-06-01,0.911293424743638,1,7,7
"1503","Confluence",2005,6,"daphnia",2005-06-01,0.629186832497224,1,7,8
"1504","Confluence",2005,6,"eurytem",2005-06-01,0.666916887991944,1,7,11
"1505","Confluence",2005,6,"limno",2005-06-01,2.4895698086723,1,7,1
"1506","Confluence",2005,6,"othcalad",2005-06-01,0.987742700531967,1,7,4
"1507","Confluence",2005,6,"othcaljuv",2005-06-01,0.888465525881643,1,7,2
"1508","Confluence",2005,6,"othclad",2005-06-01,0.60451856044711,1,7,6
"1509","Confluence",2005,6,"othcyc",2005-06-01,1.07266736292077,1,7,9
"1510","Confluence",2005,6,"other",2005-06-01,0.689796886421835,1,7,10
"1511","Confluence",2005,6,"pdiapfor",2005-06-01,0.893991916598179,1,7,12
"1512","Confluence",2005,6,"pdiapjuv",2005-06-01,0.893991916598179,1,7,3
"1513","Confluence",2005,7,"acartela",2005-07-01,11.9422579689969,1,7,5
"1514","Confluence",2005,7,"allcopnaup",2005-07-01,0.276165909987907,1,7,7
"1515","Confluence",2005,7,"daphnia",2005-07-01,0.225558410792052,1,7,8
"1516","Confluence",2005,7,"eurytem",2005-07-01,0.0364823466426224,1,7,11
"1517","Confluence",2005,7,"limno",2005-07-01,20.245727251879,1,7,1
"1518","Confluence",2005,7,"othcalad",2005-07-01,0.0961509059847311,1,7,4
"1519","Confluence",2005,7,"othcaljuv",2005-07-01,0.12497683875523,1,7,2
"1520","Confluence",2005,7,"othclad",2005-07-01,0.111391052186311,1,7,6
"1521","Confluence",2005,7,"othcyc",2005-07-01,2.33222505982392,1,7,9
"1522","Confluence",2005,7,"other",2005-07-01,1.48404654375233,1,7,10
"1523","Confluence",2005,7,"pdiapfor",2005-07-01,0.313899887530859,1,7,12
"1524","Confluence",2005,7,"pdiapjuv",2005-07-01,0.313899887530859,1,7,3
"1525","Confluence",2005,8,"acartela",2005-08-01,1.12471537261749,1,7,5
"1526","Confluence",2005,8,"allcopnaup",2005-08-01,0.396381159024097,1,7,7
"1527","Confluence",2005,8,"daphnia",2005-08-01,1.72593384827679,1,7,8
"1528","Confluence",2005,8,"eurytem",2005-08-01,0,1,7,11
"1529","Confluence",2005,8,"limno",2005-08-01,1.49689175964821,1,7,1
"1530","Confluence",2005,8,"othcalad",2005-08-01,5.46933987456338,1,7,4
"1531","Confluence",2005,8,"othcaljuv",2005-08-01,0.704510649515664,1,7,2
"1532","Confluence",2005,8,"othclad",2005-08-01,0.536304411796376,1,7,6
"1533","Confluence",2005,8,"othcyc",2005-08-01,1.72944212367628,1,7,9
"1534","Confluence",2005,8,"other",2005-08-01,2.36880148396209,1,7,10
"1535","Confluence",2005,8,"pdiapfor",2005-08-01,0.54836024172547,1,7,12
"1536","Confluence",2005,8,"pdiapjuv",2005-08-01,0.54836024172547,1,7,3
"1537","Confluence",2005,9,"acartela",2005-09-01,1.34900357140211,1,7,5
"1538","Confluence",2005,9,"allcopnaup",2005-09-01,0.415011693453662,1,7,7
"1539","Confluence",2005,9,"daphnia",2005-09-01,4.11876664486686,1,7,8
"1540","Confluence",2005,9,"eurytem",2005-09-01,0.403743651785622,1,7,11
"1541","Confluence",2005,9,"limno",2005-09-01,1.59786802259527,1,7,1
"1542","Confluence",2005,9,"othcalad",2005-09-01,63.3947797804116,1,7,4
"1543","Confluence",2005,9,"othcaljuv",2005-09-01,0.600676330226238,1,7,2
"1544","Confluence",2005,9,"othclad",2005-09-01,0.412968507399218,1,7,6
"1545","Confluence",2005,9,"othcyc",2005-09-01,1.67368795846461,1,7,9
"1546","Confluence",2005,9,"other",2005-09-01,1.44825972869364,1,7,10
"1547","Confluence",2005,9,"pdiapfor",2005-09-01,0.762007601284514,1,7,12
"1548","Confluence",2005,9,"pdiapjuv",2005-09-01,0.762007601284514,1,7,3
"1549","Confluence",2005,10,"acartela",2005-10-01,1.52134364136932,1,7,5
"1550","Confluence",2005,10,"allcopnaup",2005-10-01,0.411087535096964,1,7,7
"1551","Confluence",2005,10,"daphnia",2005-10-01,6.51159944145693,1,7,8
"1552","Confluence",2005,10,"eurytem",2005-10-01,1.10447724943152,1,7,11
"1553","Confluence",2005,10,"limno",2005-10-01,1.58239927416472,1,7,1
"1554","Confluence",2005,10,"othcalad",2005-10-01,43.9583411186403,1,7,4
"1555","Confluence",2005,10,"othcaljuv",2005-10-01,0.477982477003151,1,7,2
"1556","Confluence",2005,10,"othclad",2005-10-01,0.24453086493408,1,7,6
"1557","Confluence",2005,10,"othcyc",2005-10-01,1.45276082204159,1,7,9
"1558","Confluence",2005,10,"other",2005-10-01,1.11997106494481,1,7,10
"1559","Confluence",2005,10,"pdiapfor",2005-10-01,0.580539566703099,1,7,12
"1560","Confluence",2005,10,"pdiapjuv",2005-10-01,0.580539566703099,1,7,3
"1561","Confluence",2005,11,"acartela",2005-11-01,0.798656878598414,1,7,5
"1562","Confluence",2005,11,"allcopnaup",2005-11-01,0.811765447056386,1,7,7
"1563","Confluence",2005,11,"daphnia",2005-11-01,7.18119532557562,1,7,8
"1564","Confluence",2005,11,"eurytem",2005-11-01,0.552238624715758,1,7,11
"1565","Confluence",2005,11,"limno",2005-11-01,0.820469897012166,1,7,1
"1566","Confluence",2005,11,"othcalad",2005-11-01,24.5219024568689,1,7,4
"1567","Confluence",2005,11,"othcaljuv",2005-11-01,0.666288249820149,1,7,2
"1568","Confluence",2005,11,"othclad",2005-11-01,3.70529572763112,1,7,6
"1569","Confluence",2005,11,"othcyc",2005-11-01,1.12505516752905,1,7,9
"1570","Confluence",2005,11,"other",2005-11-01,2.17473125890934,1,7,10
"1571","Confluence",2005,11,"pdiapfor",2005-11-01,0.42526830169813,1,7,12
"1572","Confluence",2005,11,"pdiapjuv",2005-11-01,0.42526830169813,1,7,3
"1573","Confluence",2005,12,"acartela",2005-12-01,0.0759701158275086,1,7,5
"1574","Confluence",2005,12,"allcopnaup",2005-12-01,1.21244335901581,1,7,7
"1575","Confluence",2005,12,"daphnia",2005-12-01,7.85079120969432,1,7,8
"1576","Confluence",2005,12,"eurytem",2005-12-01,0,1,7,11
"1577","Confluence",2005,12,"limno",2005-12-01,0.0585405198596072,1,7,1
"1578","Confluence",2005,12,"othcalad",2005-12-01,5.08546379509756,1,7,4
"1579","Confluence",2005,12,"othcaljuv",2005-12-01,0.854594022637147,1,7,2
"1580","Confluence",2005,12,"othclad",2005-12-01,7.16606059032816,1,7,6
"1581","Confluence",2005,12,"othcyc",2005-12-01,0.797349513016512,1,7,9
"1582","Confluence",2005,12,"other",2005-12-01,3.22949145287388,1,7,10
"1583","Confluence",2005,12,"pdiapfor",2005-12-01,0.269997036693161,1,7,12
"1584","Confluence",2005,12,"pdiapjuv",2005-12-01,0.269997036693161,1,7,3
"1585","Confluence",2006,1,"acartela",2006-01-01,3.53793525606582,1,7,5
"1586","Confluence",2006,1,"allcopnaup",2006-01-01,1.02522519436758,1,7,7
"1587","Confluence",2006,1,"daphnia",2006-01-01,0.740593173833109,1,7,8
"1588","Confluence",2006,1,"eurytem",2006-01-01,5.67049384664827,1,7,11
"1589","Confluence",2006,1,"limno",2006-01-01,2.40778842833161,1,7,1
"1590","Confluence",2006,1,"othcalad",2006-01-01,1.04942668686425,1,7,4
"1591","Confluence",2006,1,"othcaljuv",2006-01-01,1.24454956859544,1,7,2
"1592","Confluence",2006,1,"othclad",2006-01-01,0.695211592222381,1,7,6
"1593","Confluence",2006,1,"othcyc",2006-01-01,1.01673480228519,1,7,9
"1594","Confluence",2006,1,"other",2006-01-01,1.02590990589169,1,7,10
"1595","Confluence",2006,1,"pdiapfor",2006-01-01,1.27164899105693,1,7,12
"1596","Confluence",2006,1,"pdiapjuv",2006-01-01,1.27164899105693,1,7,3
"1597","Confluence",2006,2,"acartela",2006-02-01,1,1,7,5
"1598","Confluence",2006,2,"allcopnaup",2006-02-01,1,1,7,7
"1599","Confluence",2006,2,"daphnia",2006-02-01,1,1,7,8
"1600","Confluence",2006,2,"eurytem",2006-02-01,1,1,7,11
"1601","Confluence",2006,2,"limno",2006-02-01,1,1,7,1
"1602","Confluence",2006,2,"othcalad",2006-02-01,1,1,7,4
"1603","Confluence",2006,2,"othcaljuv",2006-02-01,1,1,7,2
"1604","Confluence",2006,2,"othclad",2006-02-01,1,1,7,6
"1605","Confluence",2006,2,"othcyc",2006-02-01,1,1,7,9
"1606","Confluence",2006,2,"other",2006-02-01,1,1,7,10
"1607","Confluence",2006,2,"pdiapfor",2006-02-01,1,1,7,12
"1608","Confluence",2006,2,"pdiapjuv",2006-02-01,1,1,7,3
"1609","Confluence",2006,3,"acartela",2006-03-01,1,1,7,5
"1610","Confluence",2006,3,"allcopnaup",2006-03-01,1,1,7,7
"1611","Confluence",2006,3,"daphnia",2006-03-01,1,1,7,8
"1612","Confluence",2006,3,"eurytem",2006-03-01,1,1,7,11
"1613","Confluence",2006,3,"limno",2006-03-01,1,1,7,1
"1614","Confluence",2006,3,"othcalad",2006-03-01,1,1,7,4
"1615","Confluence",2006,3,"othcaljuv",2006-03-01,1,1,7,2
"1616","Confluence",2006,3,"othclad",2006-03-01,1,1,7,6
"1617","Confluence",2006,3,"othcyc",2006-03-01,1,1,7,9
"1618","Confluence",2006,3,"other",2006-03-01,1,1,7,10
"1619","Confluence",2006,3,"pdiapfor",2006-03-01,1,1,7,12
"1620","Confluence",2006,3,"pdiapjuv",2006-03-01,1,1,7,3
"1621","Confluence",2006,4,"acartela",2006-04-01,1,1,7,5
"1622","Confluence",2006,4,"allcopnaup",2006-04-01,1,1,7,7
"1623","Confluence",2006,4,"daphnia",2006-04-01,1,1,7,8
"1624","Confluence",2006,4,"eurytem",2006-04-01,1,1,7,11
"1625","Confluence",2006,4,"limno",2006-04-01,1,1,7,1
"1626","Confluence",2006,4,"othcalad",2006-04-01,1,1,7,4
"1627","Confluence",2006,4,"othcaljuv",2006-04-01,1,1,7,2
"1628","Confluence",2006,4,"othclad",2006-04-01,1,1,7,6
"1629","Confluence",2006,4,"othcyc",2006-04-01,1,1,7,9
"1630","Confluence",2006,4,"other",2006-04-01,1,1,7,10
"1631","Confluence",2006,4,"pdiapfor",2006-04-01,1,1,7,12
"1632","Confluence",2006,4,"pdiapjuv",2006-04-01,1,1,7,3
"1633","Confluence",2006,5,"acartela",2006-05-01,1,1,7,5
"1634","Confluence",2006,5,"allcopnaup",2006-05-01,1,1,7,7
"1635","Confluence",2006,5,"daphnia",2006-05-01,1,1,7,8
"1636","Confluence",2006,5,"eurytem",2006-05-01,1,1,7,11
"1637","Confluence",2006,5,"limno",2006-05-01,1,1,7,1
"1638","Confluence",2006,5,"othcalad",2006-05-01,1,1,7,4
"1639","Confluence",2006,5,"othcaljuv",2006-05-01,1,1,7,2
"1640","Confluence",2006,5,"othclad",2006-05-01,1,1,7,6
"1641","Confluence",2006,5,"othcyc",2006-05-01,1,1,7,9
"1642","Confluence",2006,5,"other",2006-05-01,1,1,7,10
"1643","Confluence",2006,5,"pdiapfor",2006-05-01,1,1,7,12
"1644","Confluence",2006,5,"pdiapjuv",2006-05-01,1,1,7,3
